title,alcohol,volume,sale,savings,price,inventory,link
Johnnie Walker 12 ans Black Label Scotch Blended,40 %,1.14 L,,,$77.75,,https://www.saq.com/page/en/saqcom/scotch-blended/johnnie-walker-12-ans-black-label-scotch-blended/11447406
Jim Beam Sour Mash Kentucky Straight Bourbon,40 %,750 ml,,,$27.75,,https://www.saq.com/page/en/saqcom/american-whiskey/jim-beam-sour-mash-kentucky-straight-bourbon/11975399
Jim Beam Sour Mash Kentucky Straight Bourbon,40 %,1.14 L,,,$38.25,,https://www.saq.com/page/en/saqcom/american-whiskey/jim-beam-sour-mash-kentucky-straight-bourbon/11495512
Jim Beam Red Stag Kentucky Straight Bourbon,35 %,750 ml,,,$25.70,,https://www.saq.com/page/en/saqcom/american-whiskey/jim-beam-red-stag-kentucky-straight-bourbon/11542083
Jim Beam Kentucky Straight Bourbon,40 %,375 ml,,,$14.60,,https://www.saq.com/page/en/saqcom/american-whiskey/jim-beam-kentucky-straight-bourbon/13005046
Jim Beam Double Oak,43 %,750 ml,,,$34.75,,https://www.saq.com/page/en/saqcom/american-whiskey/jim-beam-double-oak/13271731
Jim Beam Bonded,50 %,750 ml,,,$32.75,,https://www.saq.com/page/en/saqcom/american-whiskey/jim-beam-bonded/13271740
Jameson Distiller's Safe Irish Whiskey,43 %,750 ml,,,$100.00,,https://www.saq.com/page/en/saqcom/whisky/jameson-distillers-safe-irish-whiskey/13300176
Jim Beam Devil's Cut Kentucky Bourbon,45 %,750 ml,,,$30.25,,https://www.saq.com/page/en/saqcom/american-whiskey/jim-beam-devils-cut-kentucky-bourbon/11863944
Jim Beam Black Sour Mash Kentucky Straight Bourbon,43 %,750 ml,,,$30.25,,https://www.saq.com/page/en/saqcom/american-whiskey/jim-beam-black-sour-mash-kentucky-straight-bourbon/11036316
Jameson Crested,40 %,750 ml,,,$45.00,,https://www.saq.com/page/en/saqcom/scotch-and-whisky/jameson-crested/13415766
Jameson Caskmates,40 %,750 ml,,,$40.00,,https://www.saq.com/page/en/saqcom/irish-whiskey/jameson-caskmates/12729798
Jameson Limited Edition,40 %,750 ml,On sale!,$2.00,$33.00,,https://www.saq.com/page/en/saqcom/irish-whiskey/jameson-limited-edition/12828841
Jameson Cooper's Croze  Irish Whiskey,43 %,750 ml,,,$100.00,,https://www.saq.com/page/en/saqcom/irish-whiskey/jameson-coopers-croze--irish-whiskey/13300184
Jameson Blender's Dog Irish Whiskey,43 %,750 ml,,,$100.00,,https://www.saq.com/page/en/saqcom/whisky/jameson-blenders-dog-irish-whiskey/13300168
Jack Daniel's Red Dog Saloon,43 %,750 ml,,,$35.50,,https://www.saq.com/page/en/saqcom/american-whiskey/jack-daniels-red-dog-saloon/13442490
Jameson Black Barrel,40 %,750 ml,,,$57.75,,https://www.saq.com/page/en/saqcom/irish-whiskey/jameson-black-barrel/11864031
Jameson,40 %,750 ml,,,$35.00,,https://www.saq.com/page/en/saqcom/irish-whiskey/jameson/10157
J. & B. Rare Scotch Blended,40 %,1.14 L,,,$35.75,,https://www.saq.com/page/en/saqcom/scotch-blended/j--b-rare-scotch-blended/11459765
Jack Daniel's Single Barrel Tennessee,47 %,750 ml,,,$56.25,,https://www.saq.com/page/en/saqcom/american-whiskey/jack-daniels-single-barrel-tennessee/480616
Jack Daniel's Old No 7,40 %,1.14 L,,,$46.00,,https://www.saq.com/page/en/saqcom/american-whiskey/jack-daniels-old-no-7/11582907
Jack Daniel's Old No 7,40 %,750 ml,,,$33.25,,https://www.saq.com/page/en/saqcom/american-whiskey/jack-daniels-old-no-7/41384
Jack Daniel's Master Distiller Series,43 %,750 ml,,,$35.75,,https://www.saq.com/page/en/saqcom/american-whiskey/jack-daniels-master-distiller-series/12623598
Jack Daniel's Gentleman Jack,40 %,750 ml,,,$39.00,,https://www.saq.com/page/en/saqcom/american-whiskey/jack-daniels-gentleman-jack/377994
Highland Park Magnus,40 %,750 ml,,,$49.75,,https://www.saq.com/page/en/saqcom/scotch-single-malt/highland-park-magnus/13553122
Hyde Irish Whiskey Single Grain 6 Years Old,46 %,700 ml,,,$59.50,,https://www.saq.com/page/en/saqcom/irish-whiskey/hyde-irish-whiskey-single-grain-6-years-old/13445009
Highland Park Full Volume Écosse Single Malt Scotch Whisky,47.2 %,750 ml,,,$129.75,,https://www.saq.com/page/en/saqcom/scotch-single-malt/highland-park-full-volume-ecosse-single-malt-scotch-whisky/13617835
Highland Park Fire Edition Single Malt Scotch Whisky,45.2 %,750 ml,,,$430.00,,https://www.saq.com/page/en/saqcom/scotch-single-malt/highland-park-fire-edition-single-malt-scotch-whisky/13229808
Isle of Jura Distillery 10 Years Old Scotch Single Malt,43 %,750 ml,,,$65.00,,https://www.saq.com/page/en/saqcom/scotch-single-malt/isle-of-jura-distillery-10-years-old-scotch-single-malt/12295571
Isle of Jura Distillery Superstition Scotch Single Malt,43 %,750 ml,,,$80.00,,https://www.saq.com/page/en/saqcom/scotch-single-malt/isle-of-jura-distillery-superstition-scotch-single-malt/10816927
Islay Mist 17 ans Scotch Blended,43 %,750 ml,,,$97.00,,https://www.saq.com/page/en/saqcom/scotch-blended/islay-mist-17-ans-scotch-blended/11100411
Islay Mist 12 ans Scotch Blended,40 %,750 ml,,,$60.00,,https://www.saq.com/page/en/saqcom/scotch-blended/islay-mist-12-ans-scotch-blended/11368812
Macallan No. 6 in Lalique Highland Single Malt,43 %,750 ml,,,"$5,000.00",,https://www.saq.com/page/en/saqcom/scotch-single-malt/macallan-no-6-in-lalique-highland-single-malt/12634043
Highland Park Dark Origin,46.8 %,750 ml,,,$100.25,,https://www.saq.com/page/en/saqcom/scotch-single-malt/highland-park-dark-origin/12479320
Macallan M Highland Scotch Single Malt,44.5 %,750 ml,,,"$6,500.00",,https://www.saq.com/page/en/saqcom/scotch-single-malt/macallan-m-highland-scotch-single-malt/12176960
Linkwood 37 Years Old Speyside Single Malt Scotch Whisky,50.3 %,750 ml,,,"$1,199.25",,https://www.saq.com/page/en/saqcom/scotch-single-malt/linkwood-37-years-old-speyside-single-malt-scotch-whisky/13322906
Highland Park 10 years old scotch single malt,40 %,750 ml,,,$58.50,,https://www.saq.com/page/en/saqcom/scotch-single-malt/highland-park-10-years-old-scotch-single-malt/12183019
Highland Park 12 ans Orkney Scotch Single Malt,43 %,750 ml,,,$69.75,,https://www.saq.com/page/en/saqcom/scotch-single-malt/highland-park-12-ans-orkney-scotch-single-malt/204560
Macallan 17 Ans Scotch Whisky,40 %,750 ml,,,$249.75,,https://www.saq.com/page/en/saqcom/scotch-single-malt/macallan-17-ans-scotch-whisky/13478011
Highland Harvest Organic Sauternes Finish Scotch Single Malt,46 %,700 ml,,,$90.75,,https://www.saq.com/page/en/saqcom/scotch-single-malt/highland-harvest-organic-sauternes-finish-scotch-single-malt/12361508
Longrow Peated Campbeltown Single Malt Scotch Whisky,46 %,700 ml,,,$90.75,,https://www.saq.com/page/en/saqcom/scotch-single-malt/longrow-peated-campbeltown-single-malt-scotch-whisky/11691847
Laphroaig 30 Years Islay Single Malt Scotch Whisky Limited Edition,53.5 %,750 ml,,,"$1,300.25",,https://www.saq.com/page/en/saqcom/scotch-single-malt/laphroaig-30-years-islay-single-malt-scotch-whisky-limited-edition/13296322
Ledaig 10 Ans Single Malt Scotch Whisky,46.3 %,750 ml,,,$67.25,,https://www.saq.com/page/en/saqcom/scotch-single-malt/ledaig-10-ans-single-malt-scotch-whisky/13418043
Kilchoman Loch Gorm Islay Single Malt Scotch,46 %,700 ml,,,$148.00,,https://www.saq.com/page/en/saqcom/scotch-single-malt/kilchoman-loch-gorm-islay-single-malt-scotch/13026082
Koval Single Barrel Bourbon,47 %,500 ml,,,$66.75,,https://www.saq.com/page/en/saqcom/american-whiskey/koval-single-barrel-bourbon/13218594
Knockdhu AnCnoc 22 ans Highlands Scotch Single Malt,46 %,700 ml,,,$225.00,,https://www.saq.com/page/en/saqcom/scotch-single-malt/knockdhu-ancnoc-22-ans-highlands-scotch-single-malt/12413515
"Label 5, 18 ans",40 %,700 ml,,,$91.00,,https://www.saq.com/page/en/saqcom/scotch-blended/label-5-18-ans/11919645
Kilchoman Pedro Ximenez Finish Single Cask Islay Single Malt Scotch Whisky,57 %,700 ml,,,$179.25,,https://www.saq.com/page/en/saqcom/scotch-single-malt/kilchoman-pedro-ximenez-finish-single-cask-islay-single-malt-scotch-whisky/13334915
Jura 1984 Islay Single Malt Scotch,44 %,750 ml,,,"$1,350.00",,https://www.saq.com/page/en/saqcom/scotch-single-malt/jura-1984-islay-single-malt-scotch/13025995
Knob Creek Smoked Maple,45 %,750 ml,,,$49.00,,https://www.saq.com/page/en/saqcom/american-whiskey/knob-creek-smoked-maple/12435052
Johnnie Walker Red Label Scotch Blended,40 %,50 ml,,,$3.60,,https://www.saq.com/page/en/saqcom/scotch-blended/johnnie-walker-red-label-scotch-blended/51540
Johnnie Walker Red Label Scotch Blended,40 %,375 ml,,,$17.95,,https://www.saq.com/page/en/saqcom/scotch-blended/johnnie-walker-red-label-scotch-blended/3467
Johnnie Walker Odyssey Blended Malt Scotch Whisky,40 %,750 ml,,,"$2,220.00",,https://www.saq.com/page/en/saqcom/scotch-blended/johnnie-walker-odyssey-blended-malt-scotch-whisky/12803231
Jim Beam Masterpiece,50 %,750 ml,,,$350.00,,https://www.saq.com/page/en/saqcom/american-whiskey/jim-beam-masterpiece/12633796
Jameson Irish Whiskey + Gift Pack 2 Glasses,40 %,750 ml,,,$39.50,,https://www.saq.com/page/en/saqcom/irish-whiskey/jameson-irish-whiskey--gift-pack-2-glasses/12745587
Johnnie Walker Double Black,40 %,750 ml,,,$75.50,,https://www.saq.com/page/en/saqcom/scotch-blended/johnnie-walker-double-black/12266922
Johnnie Walker Black Label 12 Blended Scotch Whisky,40 %,375 ml,,,$28.95,,https://www.saq.com/page/en/saqcom/scotch-blended/johnnie-walker-black-label-12-blended-scotch-whisky/13494783
Jack Daniel's Tennessee Straight Rye Whiskey,45 %,750 ml,,,$39.50,,https://www.saq.com/page/en/saqcom/american-whiskey/jack-daniels-tennessee-straight-rye-whiskey/13419505
Jameson Irish Whiskey,40 %,1.14 L,,,$46.75,,https://www.saq.com/page/en/saqcom/irish-whiskey/jameson-irish-whiskey/12275221
Jack Daniel's Single Barrel Rye,47 %,750 ml,,,$60.25,,https://www.saq.com/page/en/saqcom/american-whiskey/jack-daniels-single-barrel-rye/13325630
Jameson,40 %,375 ml,,,$17.75,,https://www.saq.com/page/en/saqcom/irish-whiskey/jameson/230987
Jack Daniel's Travelling Tin with 2 Glasses,40 %,750 ml,,,$39.50,,https://www.saq.com/page/en/saqcom/american-whiskey/jack-daniels-travelling-tin-with-2-glasses/248237
Jack Daniel’s Sinatra,45 %,1 L,,,$296.00,,https://www.saq.com/page/en/saqcom/american-whiskey/jack-daniels-sinatra/12152909
J.P. Wiser's Triple Barrel Rye,43.4 %,750 ml,,,$30.25,,https://www.saq.com/page/en/saqcom/canadian-whisky/jp-wisers-triple-barrel-rye/13064505
Jack Daniel's Old No 7,40 %,3 L,,,$138.75,,https://www.saq.com/page/en/saqcom/american-whiskey/jack-daniels-old-no-7/11607975
Jack Daniel's Old No 7,40 %,1.75 L,,,$69.75,,https://www.saq.com/page/en/saqcom/american-whiskey/jack-daniels-old-no-7/182931
Jack Daniel's Old No 7,40 %,375 ml,,,$17.50,,https://www.saq.com/page/en/saqcom/american-whiskey/jack-daniels-old-no-7/119743
J.P. Wiser's Deluxe,40 %,375 ml,,,$13.95,,https://www.saq.com/page/en/saqcom/canadian-whisky/jp-wisers-deluxe/13495081
Highland Park Orcadian 1976 Islay Scotch Single Malt,49.1 %,750 ml,,,"$5,500.00",,https://www.saq.com/page/en/saqcom/scotch-single-malt/highland-park-orcadian-1976-islay-scotch-single-malt/13102161
Jack Daniel's Old No 7,40 %,50 ml,,,$3.65,,https://www.saq.com/page/en/saqcom/american-whiskey/jack-daniels-old-no-7/117739
Highland Park Orcadian 1970 Islay Scotch Single Malt 1970,48 %,750 ml,,,"$6,500.00",,https://www.saq.com/page/en/saqcom/scotch-single-malt/highland-park-orcadian-1970-islay-scotch-single-malt-1970/13102903
Highland Park Orcadian 1964 Islay Scotch Single Malt 1964,42.2 %,750 ml,,,"$9,500.00",,https://www.saq.com/page/en/saqcom/scotch-single-malt/highland-park-orcadian-1964-islay-scotch-single-malt-1964/13102997
Jack Daniel's Gentleman Jack,40 %,375 ml,,,$20.15,,https://www.saq.com/page/en/saqcom/american-whiskey/jack-daniels-gentleman-jack/12469957
Highland Park 21 yo Scotch Single Malt,47.5 %,700 ml,,,$400.00,,https://www.saq.com/page/en/saqcom/scotch-single-malt/highland-park-21-yo-scotch-single-malt/12874346
Hazelburn 10 Years Old d'Age Single Malt Scotch Whisky,46 %,700 ml,,,$90.50,,https://www.saq.com/page/en/saqcom/scotch-single-malt/hazelburn-10-years-old-dage-single-malt-scotch-whisky/13344558
Grant's Sherry Cask Highlands Scotch Single Malt,40 %,750 ml,,,$30.25,,https://www.saq.com/page/en/saqcom/scotch-blended-grain/grants-sherry-cask-highlands-scotch-single-malt/13062518
Hankey Bannister 12 yo Highlands Scotch Blended,40 %,700 ml,,,$51.50,,https://www.saq.com/page/en/saqcom/scotch-blended/hankey-bannister-12-yo-highlands-scotch-blended/12922432
Gold Bar Whiskey,40 %,750 ml,,,$62.25,,https://www.saq.com/page/en/saqcom/scotch-and-whisky/gold-bar-whiskey/13305479
Glenfiddich Solera 15 ans Single malt,40 %,50 ml,,,$6.75,,https://www.saq.com/page/en/saqcom/scotch-single-malt/glenfiddich-solera-15-ans-single-malt/13494687
Gordon & Macphail Connoisseurs Choice Caperdonich,46 %,700 ml,,,$159.00,,https://www.saq.com/page/en/saqcom/scotch-single-malt/gordon--macphail-connoisseurs-choice-caperdonich/12683865
Grant's Reserve Scotch blended,40 %,375 ml,,,$14.95,,https://www.saq.com/page/en/saqcom/scotch-blended/grants-reserve-scotch-blended/13144433
Glenkinchie 12 ans Le Malt d'Edimbourg Scotch Single Malt,43 %,750 ml,,,$80.25,,https://www.saq.com/page/en/saqcom/scotch-single-malt/glenkinchie-12-ans-le-malt-dedimbourg-scotch-single-malt/11098883
Glenfiddich Original 1963 Speyside Scotch Single Malt,40 %,750 ml,,,$99.75,,https://www.saq.com/page/en/saqcom/scotch-single-malt/glenfiddich-original-1963-speyside-scotch-single-malt/12668631
Glenmorangie The Quinta Ruban Highland Scotch Single Malt,46 %,750 ml,,,$88.75,,https://www.saq.com/page/en/saqcom/scotch-single-malt/glenmorangie-the-quinta-ruban-highland-scotch-single-malt/11554244
Glenfiddich IPA Experiment Single Malt Scotch Whisky,43 %,750 ml,,,$90.00,,https://www.saq.com/page/en/saqcom/scotch-single-malt/glenfiddich-ipa-experiment-single-malt-scotch-whisky/13416144
Glenfiddich 18 Years Old Highland Scotch Single Malt,40 %,750 ml,,,$143.25,,https://www.saq.com/page/en/saqcom/scotch-single-malt/glenfiddich-18-years-old-highland-scotch-single-malt/530352
Glenfiddich 21 years Scotch Single Malt,40 %,750 ml,,,$421.00,,https://www.saq.com/page/en/saqcom/scotch-single-malt/glenfiddich-21-years-scotch-single-malt/10370312
Glenfiddich Malt Master's Edition Scotch Single Malt,43 %,750 ml,,,$97.25,,https://www.saq.com/page/en/saqcom/scotch-single-malt/glenfiddich-malt-masters-edition-scotch-single-malt/12401485
Glenfiddich 12 Years Old Highland Scotch Single Malt,40 %,375 ml,,,$30.25,,https://www.saq.com/page/en/saqcom/scotch-single-malt/glenfiddich-12-years-old-highland-scotch-single-malt/252312
Glenfarclas Scotch Single Malt 60 Years Old,43.3 %,700 ml,,,"$25,275.00",,https://www.saq.com/page/en/saqcom/scotch-single-malt/glenfarclas-scotch-single-malt-60-years-old/12513903
Glenfarclas 105 Highland Single Malt Scotch Whisky,60 %,200 ml,,,$38.00,,https://www.saq.com/page/en/saqcom/scotch-single-malt/glenfarclas-105-highland-single-malt-scotch-whisky/13314931
Glenfiddich 14 ans Rich Oak Highland Scotch Single Malt,40 %,750 ml,,,$68.25,,https://www.saq.com/page/en/saqcom/scotch-single-malt/glenfiddich-14-ans-rich-oak-highland-scotch-single-malt/12401135
Glenfiddich 12 ans Highland Scotch Single Malt,40 %,1.14 L,,,$81.75,,https://www.saq.com/page/en/saqcom/scotch-single-malt/glenfiddich-12-ans-highland-scotch-single-malt/10771431
GlenDronach Parliament 21 ans Highland Scotch Single Malt,48 %,700 ml,,,$203.00,,https://www.saq.com/page/en/saqcom/scotch-single-malt/glendronach-parliament-21-ans-highland-scotch-single-malt/11823467
Glendronach Grandeur Batch 008,50.3 %,700 ml,,,$975.00,,https://www.saq.com/page/en/saqcom/scotch-single-malt/glendronach-grandeur-batch-008/13232556
Glenfarclas 10 ans Highland Scotch Single Malt,40 %,700 ml,,,$65.00,,https://www.saq.com/page/en/saqcom/scotch-single-malt/glenfarclas-10-ans-highland-scotch-single-malt/10652512
GlenDronach 8 ans The Hielan Scotch Single Malt,46 %,700 ml,,,$62.25,,https://www.saq.com/page/en/saqcom/scotch-single-malt/glendronach-8-ans-the-hielan-scotch-single-malt/12669246
Glenfarclas 105 Cask Strength Highland Scotch Single Malt,60 %,700 ml,,,$91.75,,https://www.saq.com/page/en/saqcom/scotch-single-malt/glenfarclas-105-cask-strength-highland-scotch-single-malt/11532862
GlenDronach 44 ans Recherche Highlands Scotch Single Malt,48.6 %,700 ml,,,"$6,999.00",,https://www.saq.com/page/en/saqcom/scotch-single-malt/glendronach-44-ans-recherche-highlands-scotch-single-malt/12825270
Glenfarclas 10 ans,40 %,200 ml,,,$29.15,,https://www.saq.com/page/en/saqcom/scotch-single-malt/glenfarclas-10-ans/13314949
Glen Moray Elgin Classic Port Cask Finish Single Malt Scotch Whisky,40 %,700 ml,,,$39.00,,https://www.saq.com/page/en/saqcom/scotch-single-malt/glen-moray-elgin-classic-port-cask-finish-single-malt-scotch-whisky/13416339
Douglas Laing Syndicate 58/ 6 superior blended scotch whisky,40 %,700 ml,,,$85.00,,https://www.saq.com/page/en/saqcom/scotch-blended/douglas-laing-syndicate-58-6-superior-blended-scotch-whisky/12470616
Glen Garioch Renaissance II Highlands Single Malt,51.4 %,750 ml,,,$145.00,,https://www.saq.com/page/en/saqcom/scotch-single-malt/glen-garioch-renaissance-ii-highlands-single-malt/12825202
Edradour Caledonia 12 Years Old Unchilfiltere,46 %,700 ml,,,$99.25,,https://www.saq.com/page/en/saqcom/scotch-single-malt/edradour-caledonia-12-years-old-unchilfiltere/13337817
Dry Fly Straight Cask Wheat Whiskey,60 %,750 ml,,,$117.00,,https://www.saq.com/page/en/saqcom/american-whiskey/dry-fly-straight-cask-wheat-whiskey/12551838
Douglas Laing The Epicurean Lowland Blended,46.2 %,700 ml,,,$72.00,,https://www.saq.com/page/en/saqcom/scotch-blended-malt/douglas-laing-the-epicurean-lowland-blended/13188604
Glen Garioch Scotch Single Malt 1995,55.3 %,750 ml,,,$120.25,,https://www.saq.com/page/en/saqcom/scotch-single-malt/glen-garioch-scotch-single-malt-1995/11898717
Glencadam 10 ans Scotch Single Malt,46 %,700 ml,,,$88.50,,https://www.saq.com/page/en/saqcom/scotch-single-malt/glencadam-10-ans-scotch-single-malt/12443167
Dry Fly Straight Washington Bourbon 101,50.5 %,750 ml,,,$123.00,,https://www.saq.com/page/en/saqcom/american-whiskey/dry-fly-straight-washington-bourbon-101/12551846
Douglas Laing Single Old Casks Particular Ardmore Highland Single Malt Scotch Whisky 15 Years old,48.4 %,700 ml,,,$186.00,,https://www.saq.com/page/en/saqcom/scotch-single-malt/douglas-laing-single-old-casks-particular-ardmore-highland-single-malt-scotch-whisky-15-years-old/12825405
Douglas Laing & Co Single Malt Cask Aberlour 25 ans scotch,50.9 %,700 ml,,,$525.00,,https://www.saq.com/page/en/saqcom/scotch-single-malt/douglas-laing--co-single-malt-cask-aberlour-25-ans-scotch/12256804
Dalwhinnie 25 Ans Highland Scotch Single Malt,48.8 %,750 ml,,,$650.00,,https://www.saq.com/page/en/saqcom/scotch-single-malt/dalwhinnie-25-ans-highland-scotch-single-malt/12868333
Crown Royal + 2 Glasses,40 %,375 ml,,,$22.55,,https://www.saq.com/page/en/saqcom/canadian-whisky/crown-royal--2-glasses/13365519
Crown Royal Black,45 %,750 ml,,,$33.50,,https://www.saq.com/page/en/saqcom/canadian-whisky/crown-royal-black/11975381
Crown Royal Edition Limitée,40 %,750 ml,,,$37.50,,https://www.saq.com/page/en/saqcom/canadian-whisky/crown-royal-edition-limitee/246603
Cutty Sark Prohibition Edition blended scotch whisky,50 %,750 ml,,,$35.50,,https://www.saq.com/page/en/saqcom/scotch-blended/cutty-sark-prohibition-edition-blended-scotch-whisky/12276400
Dewar's 12 ans blended scotch whisky,40 %,750 ml,,,$45.50,,https://www.saq.com/page/en/saqcom/scotch-blended/dewars-12-ans-blended-scotch-whisky/12359192
Crown Royal,40 %,50 ml,,,$4.05,,https://www.saq.com/page/en/saqcom/canadian-whisky/crown-royal/112110
Crown Royal,40 %,375 ml,,,$16.90,,https://www.saq.com/page/en/saqcom/canadian-whisky/crown-royal/9043
Collingwood,40 %,750 ml,,,$35.00,,https://www.saq.com/page/en/saqcom/canadian-whisky/collingwood/13026875
Cragganmore 12 Years Old Highland Scotch Single Malt,40 %,750 ml,,,$78.00,,https://www.saq.com/page/en/saqcom/scotch-single-malt/cragganmore-12-years-old-highland-scotch-single-malt/192732
Clan Denny Strathclyde 9 yo Sherry Finish Lowlands Single Grain,56.1 %,700 ml,,,$107.00,,https://www.saq.com/page/en/saqcom/scotch-single-grain/clan-denny-strathclyde-9-yo-sherry-finish-lowlands-single-grain/12825253
Clan Denny 20 Ans Lowland Single Grain Cask Strenght,56.7 %,700 ml,,,$187.00,,https://www.saq.com/page/en/saqcom/scotch-single-grain/clan-denny-20-ans-lowland-single-grain-cask-strenght/12542190
Compass Box The Peat Monster Scotch Blended Malt,46 %,750 ml,,,$75.25,,https://www.saq.com/page/en/saqcom/scotch-blended-malt/compass-box-the-peat-monster-scotch-blended-malt/11534702
Chivas Royal Salute Scotch Blended,40 %,750 ml,,,$187.25,,https://www.saq.com/page/en/saqcom/scotch-blended/chivas-royal-salute-scotch-blended/56440
Chivas Regal 25 Years Old Scotch Blended,40 %,750 ml,,,$286.00,,https://www.saq.com/page/en/saqcom/scotch-blended/chivas-regal-25-years-old-scotch-blended/10999946
Clontarf Castle Brands,40 %,750 ml,,,$37.25,,https://www.saq.com/page/en/saqcom/irish-whiskey/clontarf-castle-brands/12420969
Chivas Regal 12 Years Scotch Blended,40 %,1.75 L,,,$100.50,,https://www.saq.com/page/en/saqcom/scotch-blended/chivas-regal-12-years-scotch-blended/11416378
Canadian Club Premium,40 %,1.75 L,,,$54.50,,https://www.saq.com/page/en/saqcom/canadian-whisky/canadian-club-premium/34637
Caledonian The Cally 40 Years Old,53.3 %,750 ml,,,"$1,500.00",,https://www.saq.com/page/en/saqcom/scotch-single-malt/caledonian-the-cally-40-years-old/12868181
Big Peat blended malt Islay,46 %,700 ml,,,$85.00,,https://www.saq.com/page/en/saqcom/scotch-blended-malt/big-peat-blended-malt-islay/11310776
Caribou Crossing Single Barrel,45 %,750 ml,,,$94.75,,https://www.saq.com/page/en/saqcom/canadian-whisky/caribou-crossing-single-barrel/12183617
Canadian Club Premium,40 %,375 ml,,,$13.95,,https://www.saq.com/page/en/saqcom/canadian-whisky/canadian-club-premium/463
Bushmills Black Bush,40 %,750 ml,,,$37.75,,https://www.saq.com/page/en/saqcom/irish-whiskey/bushmills-black-bush/13064257
Canadian Club Premium,40 %,50 ml,,,$2.55,,https://www.saq.com/page/en/saqcom/canadian-whisky/canadian-club-premium/22558
Catto's Scotch Blended,40 %,1.14 L,,,$38.50,,https://www.saq.com/page/en/saqcom/scotch-blended/cattos-scotch-blended/11463781
Colonel E.H Taylor Small Batch Kentucky Bourbon Whiskey,50 %,750 ml,,,$90.00,,https://www.saq.com/page/en/saqcom/american-whiskey/colonel-eh-taylor-small-batch-kentucky-bourbon-whiskey/12838193
The Arran Malt 18 Years Old,46 %,700 ml,,,$162.50,,https://www.saq.com/page/en/saqcom/scotch-single-malt/the-arran-malt-18-years-old/13299574
Glenfarclas 25 Years Old Highland Scotch Single Malt,43 %,700 ml,,,$224.50,,https://www.saq.com/page/en/saqcom/scotch-single-malt/glenfarclas-25-years-old-highland-scotch-single-malt/484261
Irish Distillers Redbreast 21 years,46 %,750 ml,,,$225.00,,https://www.saq.com/page/en/saqcom/scotch-and-whisky/irish-distillers-redbreast-21-years/13595672
Glen Elgin 18 years old Single Malt Scotch Whisky,54.8 %,750 ml,,,$599.75,,https://www.saq.com/page/en/saqcom/scotch-single-malt/glen-elgin-18-years-old-single-malt-scotch-whisky/13572702
Glendronach 18 Years Old Allardice Highland Scotch Single Malt,46 %,750 ml,,,$173.25,,https://www.saq.com/page/en/saqcom/scotch-single-malt/glendronach-18-years-old-allardice-highland-scotch-single-malt/11484995
Glenfarclas 12 Years Highland Scotch Single Malt,43 %,700 ml,,,$69.75,,https://www.saq.com/page/en/saqcom/scotch-single-malt/glenfarclas-12-years-highland-scotch-single-malt/349670
Glenfarclas 15 ans Highland Scotch Single Malt,46 %,700 ml,,,$103.00,,https://www.saq.com/page/en/saqcom/scotch-single-malt/glenfarclas-15-ans-highland-scotch-single-malt/380717
BenRiach Birnie Moss Intensely Peated,48 %,700 ml,,,$83.00,,https://www.saq.com/page/en/saqcom/scotch-single-malt/benriach-birnie-moss-intensely-peated/12575995
Bardinet Sir Edward's Smoky,40 %,700 ml,,,$28.15,,https://www.saq.com/page/en/saqcom/scotch-blended/bardinet-sir-edwards-smoky/13569239
Tullibardine 500 Sherry Finish Highlands Scotch Single Malt,43 %,750 ml,,,$73.25,,https://www.saq.com/page/en/saqcom/scotch-single-malt/tullibardine-500-sherry-finish-highlands-scotch-single-malt/13106470
Compass Box The Spice Tree Scotch Blended Malt,46 %,700 ml,,,$80.00,,https://www.saq.com/page/en/saqcom/scotch-blended-malt/compass-box-the-spice-tree-scotch-blended-malt/11607676
Cardhu Speyside Single malt Scotch whisky,40 %,750 ml,,,$75.00,,https://www.saq.com/page/en/saqcom/scotch-single-malt/cardhu-speyside-single-malt-scotch-whisky/12266957
Bowmore 15 ans Islay Scotch Single Malt,43 %,750 ml,,,$96.25,,https://www.saq.com/page/en/saqcom/scotch-single-malt/bowmore-15-ans-islay-scotch-single-malt/10870704
The Balvenie 15 ans Single Barrel Sherry Cask,47.8 %,750 ml,,,$249.75,,https://www.saq.com/page/en/saqcom/scotch-single-malt/the-balvenie-15-ans-single-barrel-sherry-cask/12361188
Laphroaig Triple Wood Islay Scotch Single Malt,48 %,750 ml,,,$90.50,,https://www.saq.com/page/en/saqcom/scotch-single-malt/laphroaig-triple-wood-islay-scotch-single-malt/11805111
Port Dundas 52 years old Single Malt Scotch Whisky,44.6 %,750 ml,,,"$1,600.00",,https://www.saq.com/page/en/saqcom/scotch-single-grain/port-dundas-52-years-old-single-malt-scotch-whisky/13572411
Scapa Skiren The Orcadian Scotch Single Malt,40 %,750 ml,,,$75.50,,https://www.saq.com/page/en/saqcom/scotch-single-malt/scapa-skiren-the-orcadian-scotch-single-malt/12982566
Orphan Barrel Entrapment,41 %,750 ml,,,$194.75,,https://www.saq.com/page/en/saqcom/american-whiskey/orphan-barrel-entrapment/13595664
Macallan Classic Cut 2017,58.4 %,750 ml,,,$135.75,,https://www.saq.com/page/en/saqcom/scotch-single-malt/macallan-classic-cut-2017/13574636
Laphroaig 27 ans Islay Single Malt Scotch Whisky,41.7 %,750 ml,,,"$1,499.75",,https://www.saq.com/page/en/saqcom/scotch-single-malt/laphroaig-27-ans-islay-single-malt-scotch-whisky/13551901
